,St. No,Depth,S.D,W.T,Salinity,Turbidity,DO,pH,TSM,NH4-N,NO2-N,NO3-N,PO4-P,SiO2-Si,TN,TP
13,14,1.0,1.0,30.7,22.0,9.6,8.5,8.15,39.6,3.7031999999999994,0.02212,1.4778200000000001,0.054340000000000006,19.77075,31.553399999999993,0.117
14,15,2.75,0.75,29.4,23.04,14.2,6.45,8.27,23.6,5.454,0.18552000000000002,1.46826,0.14562,28.95165,40.905,0.41023999999999994
15,16,2.5,0.75,31.0,22.4,5.22,8.06,8.3,30.8,5.22675,0.41742000000000007,1.2363599999999997,0.19416,14.225850000000001,35.6328,0.71792
16,17,1.5,0.75,27.4,24.32,10.3,8.06,8.18,48.4,13.725900000000003,0.25498,1.1295799999999996,0.29123999999999994,24.86115,58.322250000000004,0.77265
17,18,2.5,0.0,27.4,24.32,189.0,9.67,8.37,250.0,11.2716,1.0431,2.1875400000000003,0.87372,15.225750000000001,71.8382,1.04535
18,19,2.25,0.75,30.0,21.1,13.3,8.06,8.11,83.0,5.454,0.16233,5.606670000000001,0.43686,35.405550000000005,59.8122,0.25639999999999996
19,20,2.5,0.25,30.2,16.64,11.8,8.06,8.29,23.6,9.544500000000001,0.16233,1.7991300000000001,0.87372,35.405550000000005,36.178200000000004,0.66664
20,21,1.75,1.0,31.6,12.8,9.27,7.09,8.17,37.6,9.68085,0.13914,4.09146,0.19416,15.9075,34.542,0.9230400000000001
21,22,1.5,0.0,28.0,22.4,48.5,6.45,8.11,35.2,13.635,1.01992,2.5568599999999995,0.38832,12.589650000000002,51.656850000000006,0.9544499999999999
22,23,1.75,1.0,29.5,15.0,14.3,6.45,8.27,11.6,5.508509999999999,0.39338000000000006,2.2988199999999996,0.09432,29.803559999999997,38.524499999999996,0.4545
23,24,1.75,0.75,29.9,5.12,12.6,8.7,8.44,53.62,13.725900000000003,0.27816,3.5678399999999995,0.53394,11.7261,41.65875,1.6362000000000003
24,25,1.75,0.25,29.9,11.52,31.4,9.05,8.4,42.0,13.998599999999998,0.27816,0.83718,0.09708,44.222849999999994,38.5112,2.59065
25,26,1.5,0.0,28.8,25.6,102.0,8.06,8.1,150.0,14.362199999999998,0.7649400000000001,2.2734,0.58248,42.723,51.656850000000006,1.13625
26,27,1.25,0.0,28.6,5.76,171.0,7.41,8.2,236.0,9.544500000000001,0.41724000000000006,2.2364999999999995,0.58248,43.2684,61.28465,1.3635000000000002
27,28,1.25,0.5,28.7,0.38,164.0,6.45,7.78,174.0,1.3424099999999999,0.71734,2.6671400000000003,0.14148,29.609399999999997,40.358999999999995,0.8181000000000002
28,29,1.5,0.0,28.5,0.38,631.0,6.77,7.26,664.0,1.8053100000000002,0.53222,2.9291800000000006,0.18864,31.0656,42.19349999999999,0.8181000000000002
29,30,1.75,0.0,28.2,0.38,468.0,6.77,7.44,902.0,0.8795099999999995,0.71734,3.0517399999999997,0.18864,43.2006,42.560399999999994,0.9999
30,31,1.5,0.0,28.3,0.25,167.0,6.45,7.94,268.0,3.6569099999999994,0.37024,3.4757599999999997,0.18864,44.1714,43.6611,0.9999
31,32,1.5,0.0,28.0,0.25,669.0,6.45,7.42,442.0,3.7494899999999993,0.32396,4.29124,0.28296,44.55972,40.725899999999996,0.9999
32,33,3.5,0.0,28.0,0.25,354.0,6.45,7.1,310.0,3.19401,0.27768,4.2606,0.28296,43.78308,44.028,0.9544499999999999
33,34,1.25,0.5,27.6,25.06,82.0,8.06,8.33,100.98,9.09,0.53314,1.69754,0.38832,12.589650000000002,46.84295,0.909
34,35,1.0,0.25,28.6,25.08,50.5,8.06,8.37,118.14,4.6359,0.41724000000000006,1.6211399999999996,0.14562,12.680550000000002,47.21325,0.22725
35,36,3.0,1.5,28.7,25.6,20.1,7.74,8.34,73.0,5.22675,0.37088,1.5136600000000002,0.09708,12.907800000000002,49.62020000000001,0.31815000000000004
0,1,1.25,1.0,31.7,24.51,3.95,8.27,8.33,33.46666666666668,0.49009999999999976,0.02293,0.06620000000000008,1.3719999999999999,43.705980000000004,8.039850000000001,1.0575400000000001
1,2,2.75,1.0,32.9,24.51,2.81,6.12,8.26,38.08,0.49009999999999976,0.02293,0.06620000000000008,1.127,42.849000000000004,14.8428,1.1056099999999998
2,3,3.25,1.0,31.8,21.93,4.67,6.12,8.21,46.6,0.7841599999999993,0.0,0.0,1.3719999999999999,36.89775,13.6059,1.34596
3,4,3.25,2.25,31.7,21.67,0.07,3.98,8.46,23.4,0.5881199999999999,0.0,0.0,1.176,42.849000000000004,12.369,1.34596
4,5,1.75,1.75,31.5,21.67,0.09,6.12,8.62,23.942857142857168,0.7841599999999993,0.02293,0.0,1.176,43.18227,14.0182,0.9614
5,6,3.0,1.25,31.0,18.06,1.94,6.12,8.18,35.56,0.7841599999999993,0.02293,0.3248,1.225,43.56315,14.0182,1.0575400000000001
6,7,3.0,1.25,31.7,17.41,1.19,6.12,8.24,32.88,0.7841599999999993,0.04586,0.04620000000000008,1.274,37.6119,15.048950000000001,1.39403
7,8,1.0,1.0,32.3,16.7,2.62,6.74,8.41,35.32,0.9801999999999995,0.04586,0.08929999999999982,1.4209999999999998,34.99335,15.048950000000001,0.9614
8,9,,,,,,,,,,,,,,,
9,10,3.0,1.25,29.1,15.48,4.14,6.12,8.25,34.5,0.9801999999999995,0.02293,0.15239999999999987,1.3719999999999999,42.3729,15.46125,1.0575400000000001
10,11,1.0,1.0,28.3,14.19,3.02,6.12,8.29,55.93333333333333,0.7841599999999993,0.04586,0.21859999999999993,1.274,42.3729,16.285849999999996,1.0575400000000001
11,12,2.75,1.0,31.6,13.6,58.0,4.64,7.79,26.4,1.24992,0.23039999999999997,0.30843999999999994,3.06768,14.374079999999998,29.58,3.5231399999999997
12,13,3.0,1.0,32.6,1.39,1.82,6.74,8.33,38.06666666666663,0.4544999999999998,0.06756,1.6295999999999997,1.61733,43.79177,20.378150000000005,1.34596
13,14,2.5,1.25,32.6,9.0,2.51,6.67,7.79,32.733333333333306,0.0,0.046079999999999996,0.03691999999999981,2.2708800000000005,17.03016,20.604000000000006,3.42792
14,15,2.75,1.25,31.5,6.7,8.32,6.67,8.05,,3.1248000000000005,0.023039999999999998,0.018459999999999765,0.81672,16.4052,18.36,2.95182
15,16,2.0,1.5,32.6,5.8,10.1,6.38,8.3,35.66666666666672,2.2319999999999993,0.023039999999999998,0.3645999999999998,1.15536,18.64464,24.072,2.95182
16,17,2.0,1.5,32.5,5.5,4.9,6.38,8.32,23.739130434782645,0.0,0.06912,1.0937999999999999,2.2808400000000004,19.0092,18.36,3.18987
17,18,1.75,1.0,32.7,4.51,18.9,5.82,7.88,27.4,2.9406000000000003,0.45439999999999997,1.75875,1.5238800000000001,20.486179999999997,18.3645,2.5443000000000002
18,19,1.85,1.0,32.0,2.83,12.6,6.38,7.02,21.800000000000068,3.5841600000000002,0.13632,0.6392000000000002,1.3459599999999998,42.44266,17.82,2.727
19,20,2.5,1.0,31.4,2.4,6.48,7.25,8.18,104.73333333333329,3.5265599999999995,0.16128,0.5707400000000001,1.82268,21.82152,17.952,3.04704
20,21,2.0,0.0,32.7,0.5,97.0,5.8,8.11,20.47,2.6784,1.1289599999999997,3.1106,2.5597199999999996,25.623359999999998,18.36,4.18968
21,22,1.25,0.0,31.7,6.45,50.4,6.43,8.17,75.53333333333332,1.9603999999999997,0.27264,1.28,1.48404,21.90747,12.6511,2.4948
22,23,1.75,1.5,30.0,3.22,12.6,7.04,8.23,60.2,0.9544499999999997,0.13512,0.44689999999999996,1.42129,9.18137,39.04225,2.4035
23,24,2.0,0.0,32.1,0.9,58.3,6.67,7.71,181.9,4.05576,0.77248,8.998840000000001,1.7305199999999998,12.05646,20.196,3.13605
24,25,3.0,0.0,33.1,0.25,294.0,5.8,7.89,97.5,4.76316,0.88608,16.427000000000003,1.77859,11.909429999999999,25.74,3.4542
25,26,3.0,0.0,33.5,0.35,91.6,6.67,7.81,51.85,3.44268,0.54528,7.536600000000001,1.4421,12.2525,18.018,3.0906
26,27,1.65,0.0,32.2,1.16,39.5,6.67,7.6,77.59999999999991,3.44268,0.88608,0.6583999999999998,1.4421,51.75456,15.84,3.0906
27,28,1.5,0.1,31.0,0.9,62.7,5.8,7.18,159.5,4.545,0.49983999999999995,1.4329999999999996,0.297,14.07216,22.909699999999997,0.6363000000000001
28,29,1.5,0.0,32.5,0.25,25.3,5.8,7.75,119.4,3.5370000000000004,1.0451199999999998,1.30606,1.3459599999999998,10.92923,15.84,2.3179499999999997
29,30,1.5,0.0,37.8,0.9,136.0,5.8,7.18,53.00000000000011,3.636,1.88576,2.81212,0.792,12.961200000000002,29.1225,1.13625
30,31,1.5,0.25,36.3,1.54,23.1,6.6,7.99,45.4,1.8179999999999998,0.09088,1.8714599999999997,0.198,12.961200000000002,23.297999999999995,0.8180999999999999
31,32,1.35,0.25,36.5,0.25,52.1,5.8,7.55,139.0,2.1816,0.27264,2.15298,0.8909999999999999,12.59088,38.83,1.3180500000000002
32,33,4.0,0.25,31.1,0.25,133.0,4.35,7.25,26.96,2.1816,0.9769599999999998,3.2606,0.8909999999999999,12.59088,40.383199999999995,1.3180500000000002
33,34,3.0,,32.6,5.16,36.5,6.12,8.07,29.8,1.51931,0.18176,1.2925,1.55376,16.46736,12.242999999999999,2.6928
34,35,1.75,0.25,33.1,7.74,34.4,5.82,8.22,38.0,1.56832,0.18176,1.2925,1.55376,18.96687,12.242999999999999,2.475
35,36,3.0,1.75,33.5,6.45,16.9,6.74,8.19,,0.9311900000000001,0.13632,0.645,0.87648,41.511469999999996,8.162000000000003,1.9998
0,1,2.0,1.0,31.7,12.27,7.93,7.48,8.59,33.2,4.5120000000000005,0.12135,0.8056500000000002,0.1188,48.32,17.99982,0.20944
1,2,2.5,1.0,32.5,13.7,0.14,7.48,8.64,15.4,3.5520000000000005,0.09708,1.13892,0.1188,50.4803,14.999849999999999,0.16184
2,3,3.5,1.0,31.7,11.69,6.01,7.21,8.53,20.0,3.216,0.09708,1.19042,0.1089,41.6585,13.666529999999998,0.18087999999999996
3,4,2.75,1.5,31.5,11.28,3.27,6.93,8.51,19.14,4.032,0.14562,1.29638,0.1287,33.47,15.999839999999999,0.16184
4,5,2.75,1.5,31.5,9.4,0.44,7.48,8.52,17.42,4.847999999999999,0.09708,2.4779199999999997,0.09899999999999999,61.7526,29.33304,0.28559999999999997
5,6,3.75,1.25,31.6,10.08,0.52,7.21,8.43,22.8,3.5520000000000005,0.26697,1.22653,0.1188,54.4011,24.66642,0.22848
6,7,3.5,1.25,31.8,6.32,2.25,7.76,8.4,13.0,5.713920000000001,0.46919999999999995,3.0306599999999997,0.16829999999999998,61.2625,46.33287,0.45021599999999995
7,8,1.25,1.25,31.7,7.06,1.68,7.21,8.44,12.0,3.74976,0.36719999999999997,3.55572,0.1386,53.420899999999996,19.333139999999997,0.484848
8,9,1.25,1.25,31.7,7.27,1.56,7.07,8.5,14.33,7.8566400000000005,0.38759999999999994,3.41994,0.08910000000000001,59.05704999999999,24.66642,0.493506
9,10,3.5,1.0,32.7,7.36,2.93,7.76,8.27,15.0,4.880640000000001,0.612,3.69552,0.1089,44.108999999999995,23.66643,0.545454
10,11,1.0,1.0,31.5,4.71,2.96,7.07,8.4,11.0,6.78528,0.6732,3.7497000000000003,0.1584,56.8516,32.66634,0.9696960000000001
11,12,3.0,1.5,30.6,6.72,2.2,7.76,8.2,10.8,1.92,0.41259,7.157910000000001,0.1485,43.61890000000001,24.66642,0.35450999999999994
12,13,3.25,0.75,31.0,4.56,7.79,7.76,8.36,13.0,1.84512,0.7956,2.7811799999999995,0.1881,61.7526,22.66644,0.34631999999999996
13,14,1.25,1.0,31.3,4.41,3.93,8.04,8.35,9.6,4.404480000000001,0.5711999999999999,3.4286399999999997,0.16829999999999998,52.68574999999999,24.99975,0.4069259999999999
14,15,3.25,1.0,31.0,7.22,2.73,2.774,8.27,9.0,3.792,0.43686,8.318140000000001,0.0909,59.057050000000004,32.66634,0.22724999999999998
15,16,2.75,0.0,30.5,6.21,71.0,5.4,8.27,88.66,3.168,0.41259,7.93041,0.11817,35.777300000000004,37.66629,0.26361
16,17,2.25,1.0,31.6,2.15,9.27,6.79,8.19,18.33,1.7279999999999995,0.14561999999999997,15.20138,0.09999,46.55950000000001,72.66594,0.33633
17,18,1.5,0.1,29.0,2.81,28.5,6.38,8.44,22.4,1.96,0.47712,11.9286,0.22724999999999998,66.155,56.66609999999999,0.39996
18,19,3.0,0.75,30.9,4.81,12.7,1.11,8.01,14.33,5.04,1.60182,9.98568,0.10908,54.646150000000006,52.66613999999999,0.29088
19,20,3.0,1.0,31.3,3.55,4.56,1.39,8.39,24.66,2.976,0.19416,11.90834,0.15453,45.5793,67.33266,0.21815999999999997
20,21,2.25,0.75,31.7,2.53,13.4,7.21,8.2,17.66,1.6320000000000001,0.24269999999999997,20.5118,0.14544,39.943149999999996,103.99896,0.40904999999999997
21,22,1.25,0.0,28.1,0.2,744.0,5.51,8.08,676.0,1.7639999999999998,0.7952,8.69425,0.3468,60.8525,38.33295,0.5544899999999999
22,23,2.25,0.5,28.5,6.8,23.4,5.06,8.98,41.2,7.742,1.3170600000000001,9.29194,0.08095999999999999,73.2137,51.66615000000001,0.49994999999999995
23,24,2.0,0.0,28.7,6.0,150.0,5.96,8.23,159.0,3.7730000000000006,0.4878,9.9152,0.03035999999999999,78.5708,54.66611999999999,0.4908599999999999
24,25,2.0,0.0,28.5,1.01,258.0,6.25,8.02,211.0,0.8330000000000001,0.39024000000000003,12.227260000000001,0.3036,101.0196,47.999520000000004,0.68175
25,26,2.0,0.0,28.3,0.38,360.0,6.85,7.95,181.0,1.47,0.60975,11.286750000000001,0.37443999999999994,108.4175,36.999629999999996,0.71811
26,27,1.75,0.0,29.8,0.11,275.0,6.96,7.88,217.0,1.6659999999999997,0.61344,6.006030000000001,0.3036,65.65,36.332969999999996,0.57267
27,28,1.75,0.0,28.9,5.07,81.6,6.25,8.11,94.0,1.715,0.46341,16.06809,0.09107999999999998,71.1729,62.666039999999995,0.59085
28,29,1.75,0.0,28.1,0.38,372.0,1.49,7.91,257.0,1.2739999999999998,0.95121,4.662290000000001,0.3542,86.734,31.333019999999994,0.69084
29,30,1.75,0.0,30.4,0.06,67.8,6.96,8.29,65.0,2.107,0.568,5.958890000000001,0.2448,98.7275,34.332989999999995,0.42723
30,31,1.5,0.25,30.6,0.43,44.8,7.25,8.12,32.0,2.45,5.7481599999999995,11.055109999999999,0.28559999999999997,93.6775,44.99955,0.57267
31,32,1.75,0.1,29.6,0.07,82.7,6.09,7.98,75.2,2.793,0.43167999999999995,2.9937799999999997,0.22439999999999996,97.465,12.666540000000001,0.37268999999999997
32,33,3.75,0.0,33.0,0.1,26.2,8.12,7.99,16.0,2.94,0.47712,10.03071,0.45899999999999996,99.485,49.332840000000004,0.6363000000000001
33,34,2.75,0.25,28.5,1.81,46.5,6.67,8.17,31.6,1.715,0.54528,9.08304,0.306,84.335,23.66643,0.59994
34,35,1.75,0.0,27.9,1.4,64.2,6.38,8.18,46.8,1.96,0.5225599999999999,9.892689999999998,0.2652,80.0425,19.999799999999997,0.4545
35,36,3.0,0.5,29.5,1.33,24.9,6.09,8.36,25.2,1.6169999999999998,0.40895999999999993,8.75646,0.21419999999999997,65.145,18.333149999999996,0.35451000000000005
0,1,1.5,1.0,29.0,12.67,4.61,7.25,8.7,18.0,2.346,0.093,1.0996199999999998,0.07287000000000002,45.95,21.538160000000005,0.25123999999999996
1,2,3.0,0.75,29.3,11.77,5.77,7.57,8.63,26.0,1.4789999999999999,0.0465,0.45806999999999976,0.01041000000000001,46.1,19.999720000000003,0.35402
2,3,3.25,1.0,29.0,11.52,6.14,7.09,8.67,22.4,1.581,0.0465,1.0543799999999997,0.02082,49.15,20.768940000000004,0.19413999999999992
3,4,3.0,3.0,29.1,11.26,2.39,7.41,8.71,9.4,2.499,0.06975,0.3889499999999997,0.05205000000000001,30.9,19.230500000000003,0.25123999999999996
4,5,2.5,0.75,29.5,10.88,3.59,7.09,8.64,16.3,1.8360000000000003,0.11625,0.2965799999999997,0.01041000000000001,43.1,21.153550000000003,0.07994
5,6,3.35,1.0,28.5,10.88,7.19,7.09,8.54,17.6,1.581,0.093,0.64092,0.01041000000000001,49.05,20.384330000000002,0.10277999999999993
6,7,3.25,0.75,28.6,9.72,10.0,7.25,8.48,48.4,1.3259999999999998,0.093,0.68679,0.01041000000000001,53.45,21.153550000000003,0.14845999999999998
7,8,1.15,1.15,28.7,8.96,1.37,8.86,8.51,7.4,1.428,0.093,0.3656999999999997,0.01041000000000001,46.1,40.38405,0.23981999999999998
8,9,1.5,1.5,28.6,8.32,0.52,7.25,8.35,4.2,1.9889999999999997,0.16274999999999998,0.25007999999999975,0.03123000000000001,50.25,48.460860000000004,0.26266
9,10,3.0,0.75,28.5,9.6,5.99,6.93,8.37,16.0,2.0909999999999997,0.093,1.1454899999999997,0.02082,52.45,46.92242,0.22839999999999996
10,11,1.15,1.15,28.4,7.55,0.77,8.54,8.43,6.2,2.601,0.093,0.5033099999999999,0.04164,45.35,26.538089999999997,0.27408
11,12,2.75,0.75,26.9,7.68,4.67,6.12,8.13,14.66,5.086139999999999,0.1149,0.8627799999999999,0.04392,67.4395,14.61518,0.10458
12,13,3.75,0.35,28.6,7.68,13.7,6.6,8.37,33.2,7.853999999999998,0.06975,0.3889499999999997,0.04164,57.5,39.230219999999996,0.2854999999999999
13,14,1.25,1.25,29.0,5.63,4.43,6.93,8.29,10.8,2.7540000000000004,0.186,1.1442299999999999,0.05205000000000001,45.35,29.99958,1.40466
14,15,3.0,0.75,29.9,6.4,6.63,6.42,8.09,16.66,2.3702399999999995,0.16086,1.17234,0.05489999999999999,86.74115,23.46121,0.19754
15,16,2.5,0.75,29.0,7.55,9.67,6.73,8.2,27.0,3.5553600000000007,0.04596,0.17623999999999987,0.032940000000000004,66.97439999999999,14.23057,0.08133999999999998
16,17,1.75,0.5,28.0,5.37,21.7,8.69,8.22,11.75,3.7528800000000007,0.16085999999999998,0.8612599999999999,0.06774,40.18,17.69206,0.25564
17,18,1.5,0.5,28.0,4.8,27.0,7.72,8.1,25.6,3.6541200000000007,0.16085999999999998,3.88318,0.06774,77.6717,25.768870000000003,0.20915999999999993
18,19,2.5,0.75,29.7,6.4,12.7,6.73,8.27,32.8,1.1357399999999997,0.20682000000000003,1.3485800000000001,0.032940000000000004,85.1133,19.615109999999998,0.15105999999999997
19,20,2.5,0.5,28.9,7.29,19.4,6.73,8.12,39.6,1.7776800000000004,0.18384,2.9713999999999996,0.032940000000000004,83.25289999999998,26.15,0.16267999999999996
20,21,2.0,0.25,29.0,7.04,24.6,6.73,8.05,40.8,1.2344999999999997,0.13787999999999997,5.23936,0.07686,76.27640000000001,30.77,0.20916
21,22,1.25,0.0,28.2,0.23,162.0,7.08,7.91,180.66,5.234280000000001,0.41364000000000006,6.38568,0.41772999999999993,88.369,29.230360000000005,0.4880399999999999
22,23,1.75,0.5,29.3,6.4,21.8,7.08,8.04,41.6,1.7776800000000004,0.16085999999999998,1.5278599999999996,0.07903,86.5086,19.999720000000003,0.27887999999999996
23,24,1.75,0.25,29.4,3.84,15.7,8.37,8.24,22.4,2.518380000000001,0.06894,0.24213999999999997,0.05645000000000001,67.90459999999999,15.384400000000003,0.24401999999999996
24,25,1.75,0.2,28.6,0.76,31.6,8.05,8.23,42.4,1.7776800000000004,0.36768,5.40952,0.16935,77.90424999999999,26.922700000000003,0.39508
25,26,1.75,0.0,28.7,0.17,87.5,7.4,8.0,80.4,2.1233400000000007,0.27576,3.32388,0.29354,101.15924999999999,14.999790000000003,0.33697999999999995
26,27,1.25,0.0,28.3,0.15,55.8,7.4,8.0,60.66,2.1233400000000007,0.29874,3.7453,0.37257,73.25325,22.307380000000006,0.4647999999999999
27,28,1.75,0.0,28.2,0.33,129.0,6.76,8.01,104.0,1.683,0.47187,3.72537,0.31436,41.8968,42.3071,0.31976
28,29,1.65,0.0,28.5,0.09,178.0,6.76,8.0,167.0,2.958000000000001,0.31458,3.8355,0.31436,82.60334999999999,29.23036,0.34259999999999996
29,30,1.25,0.25,29.1,0.1,34.8,7.08,7.95,48.0,1.4790000000000014,0.26964,3.4088399999999996,0.18428,53.08515,27.69192,0.26266
30,31,1.35,0.0,28.4,0.38,58.6,6.76,8.11,54.0,3.366,0.47187,4.621409999999999,0.21680000000000005,44.99145,39.61483,0.49105999999999994
31,32,1.25,0.0,28.3,0.13,43.7,7.4,8.04,50.0,2.652000000000001,0.20223000000000002,2.06145,0.07588000000000002,56.1798,31.538020000000003,0.31976
32,33,3.65,0.25,29.0,0.08,21.0,5.47,7.65,14.6,2.958000000000001,0.9437399999999998,8.346779999999999,0.26016,48.562200000000004,56.53767000000001,0.4339599999999999
33,34,1.75,0.5,28.0,2.56,21.6,6.44,8.04,29.6,3.5059800000000005,0.20681999999999998,2.0596199999999993,0.20322,88.83409999999999,12.69213,0.23239999999999994
34,35,1.5,0.5,28.0,2.3,19.3,7.08,8.05,29.6,4.444200000000001,0.16085999999999998,3.0388199999999994,0.18064,76.7415,11.92291,0.20915999999999993
35,36,2.5,0.5,27.9,2.68,20.2,7.4,8.2,29.2,1.6295400000000002,0.25278,2.4580599999999997,0.14676999999999998,82.55524999999999,10.769079999999999,0.17429999999999998
0,1,1.5,1.5,24.6,11.0,0.42,10.1,9.11,18.0,6.2646999999999995,0.06975,0.2054699999999999,0.16935,40.04838,19.230500000000003,0.66236
1,2,2.5,1.0,25.5,10.36,6.1,7.89,8.69,26.0,3.90339,0.093,0.5033099999999999,0.20322,45.02394,19.999720000000003,0.71946
2,3,2.75,1.0,25.1,10.24,6.8,7.89,8.62,22.4,4.2407200000000005,0.06975,0.2054699999999999,0.05645000000000001,47.65806,18.461280000000002,0.52532
3,4,2.25,2.25,24.6,10.62,1.8,7.89,8.59,9.4,3.4214899999999995,0.1395,0.7779,0.10160999999999998,32.389920000000004,21.922770000000003,0.35402
4,5,2.25,2.25,24.6,11.13,1.3,7.25,8.58,16.3,4.626239999999999,0.093,0.45743999999999985,0.07903,38.243520000000004,19.230500000000003,0.58242
5,6,3.0,1.25,25.0,9.34,7.5,7.09,8.51,17.6,2.69864,0.093,0.5491799999999999,0.12419000000000001,42.09714,19.999720000000003,0.5938399999999999
6,7,2.75,1.0,26.5,9.98,2.83,7.03,8.41,48.4,1.63846,0.10865000000000001,0.29131,0.10053000000000001,28.588050000000003,35.384119999999996,0.21167999999999995
7,8,1.0,1.0,26.5,8.96,1.2,10.09,8.74,7.4,3.3733,0.04346,0.31206,0.055850000000000004,19.86165,34.614900000000006,0.10584000000000002
8,9,1.0,1.0,28.3,8.32,0.82,7.95,8.42,4.2,3.758819999999999,0.04346,0.26761999999999997,0.04468,25.86105,31.538020000000003,0.11759999999999994
9,10,3.0,0.75,25.8,9.47,4.14,7.65,8.42,16.0,12.14388,0.08692,0.4463600000000001,0.07819,26.77005,38.84561,0.18816
10,11,1.0,1.0,27.4,7.68,0.87,9.79,8.65,6.2,2.6022599999999994,0.04346,0.26761999999999997,0.11169999999999998,13.635,30.768800000000002,0.08231999999999999
11,12,2.5,0.75,25.5,7.93,3.23,7.65,8.35,14.66,0.8674199999999994,0.02173,0.20047000000000018,0.04468,26.042849999999998,29.61497,0.07055999999999998
12,13,2.25,0.75,26.9,7.55,3.69,7.65,8.3,33.2,1.54208,0.02173,0.46711000000000014,0.08936,24.679350000000003,39.230219999999996,0.07055999999999998
13,14,2.5,1.0,26.0,5.76,1.71,10.4,8.6,10.8,1.3493199999999999,0.04346,0.4009400000000001,0.07819,19.49805,34.230290000000004,0.10584000000000002
14,15,2.35,1.0,25.9,8.19,5.7,7.57,8.47,16.66,0.4337099999999997,0.0465,0.22871999999999992,0.36128,90.5,19.230500000000003,0.4682199999999999
15,16,2.25,0.5,25.7,6.52,11.0,6.28,8.45,27.0,3.1805399999999993,0.11625,0.8470200000000002,0.011290000000000008,43.80444,21.538160000000005,0.4339599999999999
16,17,1.35,0.35,24.4,5.63,17.5,4.67,8.21,11.75,1.3975099999999991,0.06975,0.11372999999999983,0.4854699999999999,26.487540000000003,18.461280000000002,0.73088
17,18,0.75,0.5,24.4,2.04,16.0,7.73,7.62,25.6,1.7348399999999995,0.11625,0.7552800000000002,0.5080499999999999,85.1,24.615039999999997,0.6280999999999999
18,19,2.0,0.75,25.1,7.42,13.9,5.66,8.37,32.8,1.301129999999999,0.0465,0.09110999999999979,0.011290000000000008,89.51,19.999720000000003,0.25123999999999996
19,20,2.25,0.25,26.3,7.29,18.0,8.34,8.01,39.6,3.228729999999999,0.20925,0.7081500000000001,0.18064,54.77994,24.999649999999995,0.6280999999999999
20,21,1.5,0.75,26.2,6.91,16.5,8.94,8.21,40.8,3.7106299999999997,0.11625,0.7552800000000002,0.09032000000000001,54.438480000000006,19.999720000000003,0.26266
21,22,1.25,0.1,26.0,0.4,70.9,7.45,7.94,180.66,1.3975099999999991,0.186,1.1901,0.37257,82.7,29.99958,0.54816
22,23,1.75,0.75,25.9,6.78,10.47,7.15,8.2,41.6,1.1083700000000003,0.11625,0.7552800000000002,0.14676999999999998,94.9,26.9227,0.5024799999999999
23,24,1.75,0.5,24.6,3.96,31.0,7.15,8.28,22.4,5.05995,0.093,0.41156999999999977,0.23708999999999997,81.2,21.922770000000003,0.2854999999999999
24,25,1.5,0.1,24.5,3.71,19.0,7.45,7.86,42.4,2.987779999999999,0.279,0.8218799999999996,0.05645000000000001,59.21892,27.69192,0.23981999999999998
25,26,1.5,0.1,24.4,1.15,80.0,8.04,8.18,80.4,1.1565600000000003,0.186,0.6855300000000002,0.16935,113.15,26.538089999999997,0.53674
26,27,1.0,0.1,25.8,0.51,50.5,5.06,8.31,60.66,1.4456999999999993,0.1395,0.8237700000000001,0.04516,82.2,26.9227,0.19413999999999992
27,28,1.35,0.25,25.3,6.52,17.0,6.25,8.13,104.0,2.12036,0.34875,1.94475,0.10160999999999998,51.95,38.076389999999996,0.31976
28,29,1.25,0.25,25.3,1.53,35.1,7.15,8.02,167.0,0.6264699999999999,0.0465,0.04524000000000007,0.10160999999999998,89.27,16.15362,0.25123999999999996
29,30,1.0,0.1,26.0,0.51,51.2,8.04,8.05,48.0,0.8674200000000001,0.093,0.5033099999999999,0.14676999999999998,49.60926,21.153550000000003,0.35402
30,31,1.0,0.25,25.3,2.56,31.6,7.76,8.7,54.0,1.2047500000000004,0.093,0.31983000000000006,0.24837999999999996,50.048280000000005,22.691990000000004,0.49105999999999994
31,32,1.25,0.25,26.0,0.4,25.5,7.45,9.21,50.0,0.9638000000000001,0.093,0.31983000000000006,0.13548000000000002,57.3,22.307380000000006,0.4339599999999999
32,33,3.5,0.25,25.0,0.4,19.5,7.15,7.7,14.6,1.7348399999999995,0.81375,8.63547,0.16935,55.6,50.76852,0.6166799999999999
33,34,2.5,0.25,24.2,4.6,39.0,7.76,8.5,29.6,1.6384599999999994,0.16274999999999998,0.8922599999999996,0.20322,89.5,27.69192,0.35402
34,35,1.75,0.25,24.4,9.72,12.0,7.15,8.22,29.6,3.51787,0.093,0.68679,0.18064,87.05,26.9227,0.41112000000000004
35,36,4.0,3.75,25.5,21.76,2.7,6.85,8.3,29.2,3.95158,0.0465,0.45806999999999976,0.13548000000000002,79.25,21.922770000000003,0.66236
0,1,1.25,1.25,23.1,9.91,0.27,7.97,8.52,11.8,4.511470000000001,0.02298,0.59918,0.08133999999999998,36.15681,17.40739,0.14520999999999998
1,2,2.5,1.25,24.2,9.53,3.8,8.27,8.51,10.2,3.3952299999999997,0.02298,0.33254,0.04648,36.99889,17.03702,0.08936
2,3,3.0,1.25,23.6,10.04,4.7,8.27,8.54,11.2,2.0929499999999996,0.02298,0.19922000000000004,0.12782,34.63054,19.259240000000002,0.20105999999999993
